Name,Color,Rarity,# GP,% GP,GP WR,# OH,OH WR,power_level
Snooping Newsie,UB,C,225426,70.2,55.4,38879,56.7%,2
"Queza, Augur of Agonies",WUB,U,74325,75.0,55.3,12510,57.4%,2
Raffine's Silencer,B,U,105607,88.7,55.3,18711,57.1%,2
Ballroom Brawlers,W,U,81231,83.5,55.3,12790,54.7%,2
A-Masked Bandits,BRG,C,939,48.2,55.3,175,,1
Brokers Initiate,W,C,93845,40.5,55.3,16320,54.9%,1
Sanguine Spy,B,R,34005,91.0,55.2,6023,56.9%,2
Fake Your Own Death,B,C,183235,58.8,55.2,29374,55.0%,1
Waterfront District,,C,256035,81.1,55.1,47117,57.0%,2
Nimble Larcenist,WUB,U,55910,63.2,55.1,9459,57.6%,2
Topiary Stomper,G,R,23691,80.7,55.1,4045,59.2%,2
A Little Chat,U,U,71832,64.2,55.0,12643,53.6%,2
Brokers Veteran,U,C,209029,71.9,55.0,36896,54.9%,2
Aven Heartstabber,UB,R,26411,79.7,55.0,4642,56.4%,2
Prizefight,G,C,163386,76.4,55.0,26308,53.4%,2
Courier's Briefcase,G,U,74993,73.6,54.9,13625,54.7%,2
Raffine's Tower,,R,29016,89.7,54.9,5514,56.7%,2
Corrupt Court Official,B,C,284152,85.6,54.8,50530,56.0%,2
Dusk Mangler,B,U,83557,80.4,54.8,12576,54.5%,2
Attended Socialite,G,C,113697,47.8,54.8,19953,54.8%,1
Riveteers Requisitioner,R,U,83981,89.9,54.7,15121,58.2%,2
Halo Fountain,W,M,13035,83.8,54.6,2276,56.5%,2
Backstreet Bruiser,U,C,146782,47.6,54.6,25638,53.2%,1
Glamorous Outlaw,UBR,C,168003,58.9,54.6,29296,53.1%,1
"Cormela, Glamour Thief",UBR,U,60557,61.8,54.6,9819,52.9%,2
Brazen Upstart,WRG,U,50374,63.0,54.6,8438,56.6%,2
Freelance Muscle,G,U,73008,87.6,54.5,11921,54.4%,2
Venom Connoisseur,G,U,71164,82.2,54.5,12651,53.7%,2
"Evelyn, the Covetous",UBR,R,31834,88.5,54.5,5373,56.2%,2
Syndicate Infiltrator,UB,U,75980,82.1,54.4,12442,52.7%,2
Strangle,R,C,239402,90.9,54.4,41769,55.5%,2
Rhox Pummeler,G,C,118801,51.3,54.4,17678,53.2%,1
Jetmir's Garden,,R,24054,85.1,54.4,4410,56.4%,2
Vivien on the Hunt,G,M,15877,88.6,54.4,2672,56.3%,2
Whack,B,U,92001,89.7,54.3,15378,54.1%,2
Tramway Station,,C,228561,82.3,54.3,42168,56.0%,2
Scheming Fence,WU,R,21515,75.9,54.3,3667,54.0%,2
Pugnacious Pugilist,R,U,84282,89.0,54.3,13705,54.7%,2
Involuntary Employment,R,U,58160,57.2,54.2,9139,54.0%,1
Crooked Custodian,B,C,221891,75.3,54.2,39718,55.9%,1
Unlicensed Hearse,,R,29678,90.0,54.1,5276,54.0%,2
Security Bypass,U,C,80170,33.9,54.1,12893,53.7%,1
Depopulate,W,R,27299,83.5,54.1,4606,52.0%,2
Riveteers Overlook,,C,204969,78.3,54.1,37457,55.5%,1
Rakish Revelers,WRG,C,115426,51.7,54.1,20342,53.5%,1
Obscura Initiate,U,C,159450,69.2,54.0,27917,52.1%,1
Take to the Streets,G,U,35224,38.8,53.9,5183,50.9%,1
Body Launderer,B,M,15189,87.1,53.9,2569,56.2%,1
Getaway Car,,R,29099,81.6,53.9,5069,53.0%,1
"Rocco, Cabaretti Caterer",WRG,U,53231,64.1,53.9,8727,51.8%,1
Ominous Parcel,,C,120959,45.1,53.8,22196,52.2%,1
Buy Your Silence,W,C,93587,42.0,53.8,14161,50.3%,1
Patch Up,W,U,13382,17.5,53.8,2110,50.4%,1
Body Dropper,BR,C,232576,82.1,53.8,40620,55.3%,1
Xander's Lounge,,R,25749,84.0,53.7,4704,56.7%,1
Dig Up the Body,B,C,162602,51.5,53.7,25685,50.6%,1
Halo Scarab,,C,127878,43.9,53.7,23316,53.7%,1
Cabaretti Initiate,G,C,47902,24.5,53.7,8214,52.5%,1
Unlucky Witness,R,U,57643,66.9,53.6,10209,55.4%,1
Tainted Indulgence,UB,U,53565,60.3,53.5,9148,52.7%,1
Torch Breath,R,U,70259,86.1,53.5,11611,52.4%,1
Rumor Gatherer,W,U,62653,79.4,53.5,10726,51.5%,1
Mayhem Patrol,R,C,235407,83.5,53.4,42208,54.1%,1
Celebrity Fencer,W,C,98118,57.7,53.4,16021,52.3%,1
Shattered Seraph,WUB,C,122931,52.5,53.4,21264,50.8%,1
Call In a Professional,R,U,81141,89.8,53.4,13934,51.7%,1
Case the Joint,U,C,34311,14.2,53.4,5668,51.0%,1
Witness Protection,U,C,101365,47.8,53.3,16762,51.3%,1
Maestros Initiate,B,C,133822,53.6,53.3,23045,52.9%,1
"Jinnie Fay, Jetmir's Second",WRG,R,24055,83.0,53.3,4128,54.7%,1
Racers' Ring,,C,170264,74.7,53.2,31065,54.9%,1
Even the Score,U,M,2966,20.8,53.2,444,,1
Ziatora's Envoy,BRG,R,23465,78.6,53.2,3970,55.4%,1
Corpse Explosion,BR,R,26220,79.7,53.1,4305,51.7%,1
Cabaretti Charm,WRG,U,48585,64.8,53.1,7854,50.3%,1
Ziatora's Proving Ground,,R,20321,79.5,53.1,3805,54.8%,1
Void Rend,WUB,R,17634,67.7,53.1,3009,54.3%,1
Fatal Grudge,BR,U,46848,54.9,53.0,7527,51.1%,0
Angelic Observer,W,U,38597,50.3,53.0,6043,49.7%,0
Sewer Crocodile,U,C,62846,25.4,53.0,9291,50.7%,0
Deal Gone Bad,B,C,174842,72.3,53.0,28568,51.0%,1
Graveyard Shift,B,U,39235,42.2,53.0,6021,49.7%,0
Gilded Pinions,,C,69808,28.9,52.9,12284,51.3%,0
Plasma Jockey,R,C,200442,73.4,52.9,33480,50.4%,1
Rogues' Gallery,B,U,63311,64.4,52.8,9609,49.8%,0
"Jaxis, the Troublemaker",R,R,29506,90.0,52.8,4997,51.6%,1
Riveteers Charm,BRG,U,39675,57.3,52.8,6511,52.6%,0
High-Rise Sawjack,G,C,105317,50.7,52.8,18223,50.1%,0
Exhibition Magician,R,C,187873,81.9,52.7,33184,52.5%,1
Chrome Cat,,C,40461,17.1,52.6,7123,51.6%,0
Scuttling Butler,,U,19460,24.5,52.6,3306,52.1%,0
Antagonize,R,C,52208,24.3,52.6,8252,51.2%,0
Forge Boss,BR,U,62272,73.5,52.6,10263,51.5%,1
Obscura Charm,WUB,U,42353,54.9,52.6,6975,49.8%,0
Psionic Snoop,U,C,65935,25.0,52.5,11364,51.0%,0
Light 'Em Up,R,C,139244,67.2,52.4,23693,51.0%,0
Social Climber,G,C,51722,28.4,52.4,8787,50.2%,0
Witty Roastmaster,R,C,130128,67.1,52.2,22446,52.5%,0
Revel Ruiner,B,C,64988,29.6,52.1,10568,51.4%,0
Unleash the Inferno,BRG,R,15557,62.4,52.1,2527,52.4%,0
Paragon of Modernity,,C,60386,30.8,52.0,9845,49.1%,0
Wrecking Crew,R,C,91858,44.0,51.8,14498,51.1%,0
Black Market Tycoon,RG,R,17868,73.7,51.8,3106,55.6%,1
Riveteers Initiate,R,C,123238,60.5,51.8,21687,52.1%,0
Jetmir's Fixer,RG,C,116669,61.2,51.7,20130,51.3%,0
Sizzling Soloist,R,U,57976,70.6,51.7,9464,50.3%,0
Capenna Express,G,C,23590,11.4,51.7,3728,52.0%,0
Sticky Fingers,R,C,98338,48.6,51.7,15934,53.4%,0
Wiretapping,U,R,22938,75.9,51.6,3781,50.3%,1
Cutthroat Contender,B,C,60477,24.4,51.6,10609,52.1%,0
Security Rhox,RG,U,37104,68.1,51.5,6167,51.7%,0
"Ognis, the Dragon's Lash",BRG,R,18427,80.7,51.5,3123,51.9%,1
Crew Captain,BRG,U,21295,36.5,51.5,3512,52.8%,0
"Lord Xander, the Collector",UBR,M,10526,73.1,51.3,1663,47.7%,1
Angel of Suffering,B,M,11018,76.9,51.2,1764,47.4%,1
Big Score,R,C,63488,32.6,51.1,10327,48.8%,0
Pyre-Sledge Arsonist,R,U,56888,58.9,51.0,9641,49.9%,0
Glittermonger,G,C,77254,40.0,51.0,12821,49.3%,0
Brass Knuckles,,U,6018,7.4,50.9,929,48.1%,0
"Mr. Orfeo, the Boulder",BRG,U,36419,59.5,50.9,5892,51.1%,0
Daring Escape,R,C,11185,5.3,50.9,1694,49.4%,0
Demon's Due,B,C,27460,12.6,50.9,4290,47.6%,0
Public Enemy,U,U,2430,2.6,50.8,366,,0
Goldhound,R,C,94745,51.4,50.8,16789,51.0%,0
Cement Shoes,,U,2614,2.8,50.8,414,,0
Midnight Assassin,B,C,94876,51.6,50.7,16252,48.5%,0
Most Wanted,G,C,19006,10.4,50.5,3037,48.7%,0
Ready to Rumble,R,C,46922,23.8,50.5,7201,48.0%,0
Masked Bandits,BRG,C,82850,43.7,50.5,14394,47.9%,0
An Offer You Can't Refuse,U,U,2946,3.4,50.3,458,,0
Incandescent Aria,WRG,R,10124,43.4,50.2,1734,48.8%,0
Suspicious Bookcase,,U,9022,11.2,50.2,1558,46.1%,0
Extract the Truth,B,C,13233,6.6,50.1,2215,50.3%,0
Join the Maestros,B,C,60949,28.0,50.1,9449,48.0%,0
Cabaretti Ascendancy,WRG,R,16617,63.6,50.1,2929,49.0%,0
Maestros Ascendancy,UBR,R,5398,18.8,50.1,816,43.4%,0
Shadow of Mortality,B,R,8766,40.4,49.7,1383,47.9%,0
Devilish Valet,R,R,9249,53.3,49.7,1571,48.1%,0
Stimulus Package,RG,U,27919,46.5,49.5,4676,46.9%,0
Jackhammer,R,C,3256,1.5,49.4,531,43.7%,0
Rob the Archives,R,U,9586,11.8,48.9,1562,43.3%,0
Arcane Bombardment,R,M,5250,39.9,48.8,844,44.9%,0
Structural Assault,R,R,700,2.3,48.7,93,,0
Hoard Hauler,R,R,3385,18.9,48.6,556,51.3%,0
Incriminate,B,C,11553,6.6,48.2,1817,44.3%,0
Arc Spitter,,U,3957,4.7,48.1,632,44.0%,0
Obscura Ascendancy,WUB,R,6314,24.6,47.6,1087,48.1%,0
Cut of the Profits,B,R,3499,15.2,47.5,559,45.1%,0
"Errant, Street Artist",U,R,2493,9.5,47.1,413,,0
Vampire Scrivener,B,U,11833,18.9,46.4,1870,42.9%,0
Glittering Stockpile,R,U,4288,5.5,45.6,751,44.2%,0
Riveteers Ascendancy,BRG,R,5750,23.1,45.5,928,39.9%,0
Bootleggers' Stash,G,M,2584,24.5,44.8,384,,0
Cut Your Losses,U,R,1581,6.4,44.5,214,,0
Illicit Shipment,B,U,814,0.9,44.5,109,,0
Widespread Thieving,R,R,2206,8.2,44.3,387,,0
Cemetery Tampering,B,R,823,2.8,42.6,133,,0
"Killian, Ink Duelist",WB,U,99364,83.8,59.2,20990,65.3%,4
Shadrix Silverquill,WB,M,18269,88.3,59.2,3106,65.6%,4
Humiliate,WB,U,88510,75.0,59.1,17370,62.5%,4
Blot Out the Sky,WB,M,20222,90.5,59.0,3343,64.7%,4
Sparring Regimen,W,R,41435,93.5,59.0,7553,67.8%,4
Closing Statement,WB,U,103374,84.0,58.9,20281,61.4%,4
Silverquill Silencer,WB,R,27696,76.3,58.8,5036,61.3%,3
Elite Spellbinder,W,R,36101,87.2,58.7,6473,67.1%,3
Professor of Symbology,W,U,124036,88.1,58.7,26123,64.7%,3
Sedgemoor Witch,B,R,37799,92.6,58.7,6823,65.2%,3
Poet's Quill,B,R,42974,92.3,58.7,7726,64.7%,3
"Mavinda, Students' Advocate",W,M,17755,86.0,58.6,3236,63.2%,3
Silverquill Command,WB,R,35102,84.6,58.3,6020,59.1%,3
Silverquill Apprentice,WB,U,83662,76.4,58.3,17585,59.3%,3
Leonin Lightscribe,W,R,37692,89.4,58.0,6783,64.3%,3
Eyetwitch,B,U,97907,87.8,58.0,19644,62.3%,3
Multiple Choice,U,R,44269,92.8,57.9,7799,64.0%,3
"Shaile, Dean of Radiance",W,R,36205,92.4,57.8,6654,64.7%,3
Swords to Plowshares,W,R,27112,90.3,57.8,4672,60.3%,3
Tempted by the Oriq,U,R,48130,88.6,57.8,8243,61.2%,3
Thunderous Orator,W,U,99844,89.0,57.6,20850,60.8%,3
Combat Professor,W,C,224161,88.0,57.4,53180,59.1%,3
Shadewing Laureate,WB,U,67741,80.0,57.4,13809,57.1%,3
Mizzix's Mastery,R,M,13830,85.0,57.4,2295,59.4%,3
Owlin Shieldmage,WB,C,144403,63.0,57.4,30123,56.4%,2
Quandrix Command,UG,R,35257,84.4,57.4,6224,60.5%,3
Lorehold Command,WR,R,41326,86.6,57.4,7046,63.0%,3
Flunk,B,U,116102,89.4,57.3,22929,58.4%,3
Guiding Voice,W,C,218029,76.5,57.3,51175,58.5%,3
Gnarled Professor,G,R,35761,91.0,57.3,6195,62.5%,3
Eager First-Year,W,C,181150,73.0,57.2,44730,58.9%,2
Professor Onyx,B,M,17220,88.1,57.2,2815,59.2%,3
Mana Tithe,W,R,11480,53.3,57.1,2041,61.7%,1
Electrolyze,UR,R,26665,85.2,57.1,4631,61.3%,3
Manifestation Sage,UG,R,28665,80.0,57.1,5137,63.2%,3
Doom Blade,B,R,24103,90.6,57.1,4225,58.3%,3
Magma Opus,UR,M,21297,88.8,57.0,3448,61.2%,3
Pilgrim of the Ages,W,C,183148,76.1,56.9,41237,58.0%,3
Lash of Malice,B,C,210696,82.1,56.9,45930,58.1%,3
Silverquill Campus,,C,180921,74.2,56.9,42112,59.0%,2
Selfless Glyphweaver,W,R,30028,83.9,56.9,5140,55.8%,3
Study Break,W,C,207489,70.7,56.9,46436,54.8%,2
Quandrix Cultivator,UG,U,93578,83.7,56.8,18993,62.1%,3
Day of Judgment,W,M,8650,74.9,56.7,1575,58.5%,2
Shineshadow Snarl,,R,16722,65.7,56.6,3105,58.6%,2
Silverquill Pledgemage,WB,C,201282,83.9,56.6,47389,56.2%,3
Dramatic Finale,WB,R,33214,85.4,56.6,5869,58.8%,3
Baleful Mastery,B,R,35377,89.9,56.6,6074,56.2%,3
Arrogant Poet,B,C,161946,66.9,56.5,39611,56.1%,2
Hunt for Specimens,B,C,212210,80.5,56.5,51213,58.2%,3
Igneous Inspiration,R,U,127660,91.3,56.5,25389,60.5%,3
Hall of Oracles,,R,45257,98.1,56.5,8176,59.1%,3
Leech Fanatic,B,C,173227,80.4,56.4,39298,58.4%,3
Demonic Tutor,B,M,7505,73.4,56.4,1265,57.0%,2
Draconic Intervention,R,R,32722,77.6,56.4,5571,58.5%,3
Vanishing Verse,WB,R,24708,79.0,56.4,4266,55.3%,3
Harmonize,G,R,22982,87.5,56.3,3875,57.4%,3
Umbral Juke,B,U,87867,87.4,56.3,16786,56.5%,3
Dragonsguard Elite,G,R,33804,89.6,56.3,6087,63.2%,3
"Valentin, Dean of the Vein",B,R,31947,89.3,56.3,5633,60.4%,3
Beaming Defiance,W,C,104369,47.4,56.3,18585,55.1%,1
Compulsive Research,U,R,25361,85.3,56.2,4479,56.4%,3
Blade Historian,WR,R,25632,78.1,56.2,4583,60.1%,3
Rise of Extus,WB,C,271237,84.7,56.2,54126,55.8%,3
Callous Bloodmage,B,R,28429,87.2,56.2,5018,56.4%,3
Crux of Fate,B,M,9674,79.0,56.2,1667,59.3%,3
"Extus, Oriq Overlord",WB,M,16114,83.7,56.2,2740,56.8%,3
Spiteful Squad,WB,C,91274,49.0,56.2,18670,54.9%,1
Professor's Warning,B,C,95315,46.0,56.1,16983,55.6%,1
Velomachus Lorehold,WR,M,18021,88.2,56.1,2948,61.8%,3
Mage Hunters' Onslaught,B,C,194073,86.7,56.1,41221,54.6%,3
Lightning Helix,WR,R,19377,78.1,56.1,3307,59.3%,3
Memory Lapse,U,R,19369,69.4,56.0,3386,58.4%,2
Lightning Bolt,R,R,25752,90.2,55.9,4518,59.4%,2
Specter of the Fens,B,C,162700,75.1,55.9,31847,53.6%,2
Quandrix Apprentice,UG,U,98137,83.5,55.9,20330,60.4%,2
Augmenter Pugilist,G,R,32214,88.4,55.9,5566,55.9%,2
Devouring Tendrils,G,U,99063,88.2,55.9,18462,56.3%,2
Divide by Zero,U,U,128972,89.1,55.8,25473,56.8%,2
Sign in Blood,B,R,14972,77.3,55.8,2599,55.0%,2
Dream Strix,U,R,42472,91.2,55.8,7748,58.9%,2
Emergent Sequence,G,U,104576,87.0,55.7,21720,62.1%,2
Professor of Zoomancy,G,C,182866,84.2,55.7,40309,58.6%,2
Clever Lumimancer,W,U,36763,49.0,55.7,7629,57.0%,1
Harness Infinity,BG,M,7801,51.7,55.6,1180,55.3%,1
Crackle with Power,R,M,19682,86.6,55.5,3179,54.9%,2
Wandering Archaic,,R,37673,97.6,55.5,6257,57.9%,2
Stonerise Spirit,W,C,121827,57.8,55.5,25917,54.5%,1
Bookwurm,G,U,106524,89.5,55.5,18322,54.2%,2
Brackish Trudge,B,U,62429,74.9,55.5,12126,56.8%,2
Pillardrop Rescuer,W,C,141775,61.3,55.4,25956,52.1%,2
Needlethorn Drake,UG,C,151431,73.2,55.4,36709,55.7%,2
Bury in Books,U,C,282971,84.8,55.4,67793,55.4%,2
"Codie, Vociferous Codex",,R,34925,60.7,55.4,6794,59.9%,1
Access Tunnel,,U,54903,52.9,55.4,8959,54.2%,1
Decisive Denial,UG,U,78115,78.1,55.3,14864,54.1%,2
Galazeth Prismari,UR,M,16450,82.7,55.3,2871,60.7%,2
Expressive Iteration,UR,U,85672,73.7,55.3,17291,56.4%,2
Retriever Phoenix,R,R,38137,89.2,55.2,6792,57.8%,2
Star Pupil,W,C,80837,44.8,55.2,18997,55.8%,1
Unwilling Ingredient,B,C,127839,59.4,55.1,27497,57.0%,1
Mage Duel,G,C,211803,85.4,55.1,47362,55.0%,2
Scurrid Colony,G,C,181419,79.2,55.1,41739,55.5%,2
Master Symmetrist,G,U,87825,87.7,55.1,16477,56.3%,2
Essence Infusion,B,C,79785,43.5,55.0,15000,55.3%,1
Strict Proctor,W,R,16001,63.3,55.0,2890,55.9%,2
Tanazir Quandrix,UG,M,16419,85.1,55.0,2776,55.3%,2
Blue Sun's Zenith,U,M,11488,81.1,55.0,1872,53.6%,2
Show of Confidence,W,U,42551,51.2,54.9,7245,53.8%,1
Body of Research,UG,M,11481,74.5,54.9,1821,56.1%,2
Reflective Golem,,U,65486,62.1,54.9,12785,54.1%,2
"Plargg, Dean of Chaos",R,R,34010,91.4,54.9,6206,57.3%,2
Agonizing Remorse,B,U,47936,57.7,54.9,8502,54.2%,1
Radiant Scrollwielder,WR,R,33442,81.9,54.9,5879,55.7%,2
Mage Hunter,B,U,52177,70.6,54.8,9358,54.7%,2
Eureka Moment,UG,C,165859,69.7,54.8,36818,54.6%,2
Field Trip,G,C,212430,80.9,54.8,49086,56.7%,2
Counterspell,U,R,20383,85.4,54.8,3527,56.1%,2
Witherbloom Pledgemage,BG,C,174912,82.2,54.8,33773,54.7%,2
Fortifying Draught,G,U,37181,44.8,54.7,6607,55.9%,1
Test of Talents,U,U,70052,57.7,54.7,12386,53.4%,1
"Mila, Crafty Companion",W,M,13988,80.2,54.7,2362,54.3%,2
"Zimone, Quandrix Prodigy",UG,U,78969,80.4,54.6,15204,54.4%,2
Heated Debate,R,C,241976,89.5,54.6,57576,55.5%,2
Conspiracy Theorist,R,R,32388,84.8,54.6,6026,59.7%,2
Abundant Harvest,G,R,11633,63.2,54.6,2059,54.6%,2
Quandrix Campus,,C,189208,77.3,54.6,45444,57.4%,2
Exhilarating Elocution,WB,C,44663,23.1,54.6,7595,50.4%,1
Putrefy,BG,R,17979,79.3,54.6,3034,55.9%,2
Lorehold Campus,,C,163669,64.9,54.6,38436,56.5%,2
Aether Helix,UG,U,70526,64.5,54.5,12219,51.9%,2
Prismari Command,UR,R,30911,81.7,54.5,5540,56.2%,2
The Biblioplex,,R,19949,56.0,54.5,3423,54.0%,1
Mortality Spear,BG,U,73100,80.5,54.5,14187,55.1%,2
Pop Quiz,U,C,229280,76.5,54.5,49645,54.2%,2
Time Warp,U,M,10790,86.8,54.5,1841,54.6%,2
Arcane Subtraction,U,C,219708,68.7,54.5,46552,52.8%,2
Hofri Ghostforge,WR,M,16118,82.9,54.5,2685,56.3%,2
Witherbloom Apprentice,BG,U,61314,78.3,54.4,12997,57.9%,2
Biomathematician,UG,C,94185,55.0,54.3,25777,54.9%,1
Overgrown Arch,G,U,89114,84.2,54.3,17929,55.6%,2
Returned Pastcaller,WR,U,78921,74.0,54.3,14335,52.4%,2
Go Blank,B,U,27343,35.4,54.3,4791,54.4%,1
Witherbloom Campus,,C,140067,67.0,54.3,33136,56.3%,2
Venerable Warsinger,WR,R,24256,75.4,54.3,4431,57.0%,2
Lorehold Pledgemage,WR,C,149844,71.5,54.2,33746,53.4%,2
Snow Day,U,U,90354,72.9,54.2,14860,52.3%,2
Cram Session,BG,C,154538,61.8,54.2,33573,52.8%,1
Expel,W,C,112614,64.1,54.2,23145,52.6%,2
Frost Trickster,U,C,186044,85.2,54.1,44388,53.2%,2
Crushing Disappointment,B,C,66673,33.0,54.1,11614,50.6%,1
Efreet Flamepainter,R,R,35890,89.3,54.1,6335,55.6%,2
Prismari Campus,,C,206843,77.4,54.0,50184,56.1%,1
Kelpie Guide,U,U,92292,83.0,54.0,17998,54.1%,1
Quandrix Pledgemage,UG,C,208085,91.2,54.0,47774,54.7%,1
Vineglimmer Snarl,,R,17297,66.4,54.0,3334,56.9%,1
Rip Apart,WR,U,64356,72.8,54.0,13235,54.0%,1
Creative Outburst,UR,U,82073,75.3,54.0,15471,52.4%,1
Leyline Invocation,G,C,168027,74.0,53.9,33107,52.6%,1
Tenured Inkcaster,B,U,46890,66.0,53.9,8266,53.5%,1
Academic Dispute,R,U,95723,64.4,53.9,18442,52.4%,1
Mentor's Guidance,U,U,73659,68.1,53.9,13643,54.5%,1
Prismari Apprentice,UR,U,73549,72.5,53.9,15784,58.0%,1
Inkling Summoning,WB,C,10878,2.9,53.9,2138,52.1%,1
"Kianne, Dean of Substance",G,R,33272,89.6,53.8,5997,53.1%,1
Elemental Masterpiece,UR,C,191073,71.5,53.8,40787,52.7%,1
Tezzeret's Gambit,U,R,22885,89.2,53.8,3985,52.5%,1
"Rowan, Scholar of Sparks",R,M,16513,89.1,53.8,2881,54.3%,1
Maelstrom Muse,UR,U,82134,79.0,53.7,16696,55.1%,1
Defend the Campus,W,C,68980,36.1,53.7,11694,51.2%,1
Archmage Emeritus,U,R,36609,90.7,53.7,6153,54.2%,1
Make Your Mark,WR,C,68842,32.8,53.7,12502,53.8%,1
Practical Research,UR,U,80592,67.8,53.7,14191,52.6%,1
Prismari Pledgemage,UR,C,185292,72.6,53.7,48499,56.6%,1
Regrowth,G,R,16383,76.3,53.7,2675,50.3%,1
Serpentine Curve,U,C,215621,80.7,53.7,49822,49.7%,1
Stonebound Mentor,WR,C,71444,37.8,53.7,17182,54.6%,1
Beledros Witherbloom,BG,M,15432,85.1,53.6,2500,54.9%,1
Ingenious Mastery,U,R,31164,77.8,53.6,5170,51.7%,1
Reckless Amplimancer,G,C,115176,54.2,53.6,24378,53.3%,1
Urza's Rage,R,R,22400,89.2,53.5,3870,53.3%,1
Promising Duskmage,B,C,58262,33.9,53.5,11742,50.9%,1
Primal Command,G,M,8181,78.8,53.4,1295,54.1%,1
Reconstruct History,WR,U,33524,31.9,53.4,5630,49.7%,1
Torrent Sculptor,U,R,26199,80.6,53.4,4554,54.9%,1
Mascot Interception,R,U,10822,12.1,53.4,1817,51.1%,1
Blood Researcher,BG,C,103236,70.5,53.3,28098,53.8%,1
"Blex, Vexing Pest",G,M,9769,74.3,53.3,1696,53.4%,1
Plumb the Forbidden,B,U,35737,39.8,53.3,6226,50.2%,1
Zephyr Boots,,U,41913,49.6,53.2,7251,52.1%,1
"Rootha, Mercurial Artist",UR,U,116814,83.0,53.2,23038,51.2%,1
Furycalm Snarl,,R,14758,58.2,53.2,2794,54.6%,1
Illustrious Historian,R,C,134730,61.6,53.2,32067,54.3%,1
Thrilling Discovery,WR,C,26214,12.5,53.1,5206,53.1%,0
Infuse with Vitality,BG,C,72326,42.0,53.1,13958,53.0%,0
Campus Guide,,C,142935,54.9,53.1,29397,54.2%,1
Dueling Coach,W,U,35640,58.4,53.1,6346,50.0%,1
Elemental Expressionist,UR,R,26899,78.3,53.1,4740,54.2%,1
Explosive Welcome,R,U,77399,64.7,53.1,12809,50.3%,1
Pigment Storm,R,C,165263,73.2,53.0,33842,51.3%,1
Natural Order,G,M,2667,34.6,53.0,440,,0
Enthusiastic Study,R,C,133215,52.0,52.9,27966,51.6%,0
Inquisition of Kozilek,B,R,5482,40.0,52.9,929,55.4%,0
Daemogoth Woe-Eater,BG,U,42951,63.6,52.9,8298,52.7%,0
"Kasmina, Enigma Sage",UG,M,11406,75.5,52.8,1914,52.7%,1
Devastating Mastery,W,R,8059,34.5,52.8,1309,51.7%,0
Necroblossom Snarl,,R,12087,57.4,52.8,2304,54.0%,0
Grapeshot,R,R,13666,59.5,52.8,2232,50.5%,0
Lorehold Apprentice,WR,U,26470,34.2,52.8,5225,52.7%,0
Charge Through,G,C,37232,18.4,52.7,7076,50.2%,0
Culling Ritual,BG,R,8631,37.2,52.7,1467,52.3%,0
Golden Ratio,UG,U,20369,24.8,52.7,3444,49.9%,0
Spectacle Mage,UR,C,133563,63.7,52.6,34751,52.6%,0
Blood Age General,R,C,63844,30.5,52.6,14854,53.1%,0
Whirlwind Denial,U,U,34396,39.2,52.6,5839,53.8%,0
Frostboil Snarl,,R,19658,70.0,52.5,3648,53.8%,0
Daemogoth Titan,BG,R,12392,55.1,52.4,2084,56.8%,0
Pillardrop Warden,R,C,147515,56.3,52.4,29542,49.6%,0
Big Play,G,C,44768,25.7,52.4,8011,53.1%,0
Exponential Growth,G,R,10082,42.8,52.4,1503,53.0%,0
Flamescroll Celebrant,R,R,19350,73.8,52.4,3476,54.0%,1
Vortex Runner,U,C,101145,47.6,52.4,20342,50.5%,0
Honor Troll,G,U,38598,61.6,52.3,7490,51.1%,0
Solve the Equation,U,U,11667,12.9,52.2,1963,50.3%,0
Brainstorm,U,R,11515,65.0,52.2,2013,51.3%,0
Accomplished Alchemist,G,R,19569,73.2,52.1,3367,50.0%,1
"Uvilda, Dean of Perfection",U,R,32419,86.1,52.1,5685,51.5%,1
Wormhole Serpent,U,U,50993,58.1,52.1,8430,49.9%,0
Archway Commons,,C,130117,57.3,52.1,27639,51.9%,0
Burrog Befuddler,U,C,56740,25.8,52.1,11307,52.1%,0
Deadly Brew,BG,U,35234,50.9,52.0,6516,49.3%,0
Pestilent Cauldron,B,R,14273,63.6,52.0,2429,48.7%,0
Letter of Acceptance,,C,99666,42.6,52.0,19535,51.2%,0
Moldering Karok,BG,C,61193,42.1,52.0,12852,51.9%,0
"Quintorius, Field Historian",WR,U,46620,59.2,52.0,8990,49.2%,0
Ecological Appreciation,G,M,4310,41.2,52.0,730,51.0%,0
Biblioplex Assistant,,C,111291,45.6,52.0,19194,47.7%,0
Tome Shredder,R,C,88428,48.7,51.9,18591,51.2%,0
Bayou Groff,G,C,77699,50.1,51.9,15965,51.7%,0
Twinscroll Shaman,R,C,45903,22.2,51.9,10388,51.6%,0
Karok Wrangler,G,U,48164,72.7,51.8,8331,49.9%,1
Ardent Dustspeaker,R,U,59644,64.6,51.8,10320,50.5%,0
Springmane Cervin,G,C,65971,39.9,51.8,13221,50.3%,0
Teach by Example,UR,C,72922,29.0,51.7,12596,48.0%,0
Oriq Loremage,B,R,8591,38.4,51.7,1369,49.7%,0
Tend the Pests,BG,U,30703,42.1,51.7,5472,51.0%,0
Ephemerate,W,R,6056,33.6,51.7,968,52.3%,0
Ageless Guardian,W,C,21326,11.0,51.7,4373,50.0%,0
Relic Sloth,WR,C,31497,17.6,51.7,5696,49.5%,0
